File.Name	Title	URL	Main.Topic	Lizenzart	Author	Second.Author	Organisation	Organisation.Link
 Bereich:    Rambazamba   	Zwischen Schweigen und Ohnmacht : Warum Opfer sexualisierter Gewalt ihre Täter nicht anzeigen	https://www.dasbiber.at///content/zwischen-schweigen-und-ohnmacht-warum-opfer-sexualisierter-gewalt-ihre-taeter-nicht-anzeigen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Ich will euch eure Jobs wegnehmen!	https://www.dasbiber.at///content/ich-will-euch-eure-jobs-wegnehmen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Lifestyle   	Schuldig geshoppt	https://www.dasbiber.at///content/schuldig-geshoppt		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	„Du wirst Arzt, Anwalt, oder eine Enttäuschung“ Warum Migra-Eltern ihre Kinder an die Uni drängen.	https://www.dasbiber.at///content/du-wirst-arzt-anwalt-oder-eine-enttaeuschung-warum-migra-eltern-ihre-kinder-die-uni-draengen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	„Abendland in Migrantenhand?“ Wie Österreich immer weiter nach rechts rückt.	https://www.dasbiber.at///content/abendland-migrantenhand-wie-oesterreich-immer-weiter-nach-rechts-rueckt		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Was ist eine „gute“ Türkin?	https://www.dasbiber.at///content/was-ist-eine-gute-tuerkin		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Karriere   	Mehr als Brot und Spieße	https://www.dasbiber.at///content/mehr-als-brot-und-spiesse		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Kultur   	2 Monate nach dem Erdbeben	https://www.dasbiber.at///content/2-monate-nach-dem-erdbeben		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Ein Brief an Hatay, meine Heimatstadt.	https://www.dasbiber.at///content/hatay		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	„Angriffe auf Geflüchtete sind Angriffe auf die Arbeiterklasse.“	https://www.dasbiber.at///content/angriffe-auf-gefluechtete-sind-angriffe-auf-die-arbeiterklasse		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    3 Minuten mit...   	3 Minuten mit Qusai Oshan	https://www.dasbiber.at///content/3-minuten-mit-qusai-oshan		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Deal oder kein Deal	https://www.dasbiber.at///content/deal-oder-kein-deal		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Ivanas Welt   	Beton, Dukaten & Krediti Financial Management à la Balkan	https://www.dasbiber.at///content/beton-dukaten-krediti-financial-management-la-balkan		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
no specified category	„Das kannst du machen, wenn du verheiratet bist.“	https://www.dasbiber.at///content/das-kannst-du-machen-wenn-du-verheiratet-bist		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	"Herr Babler, wie lange hackelten Sie am Fließband?"	https://www.dasbiber.at///content/herr-babler-wie-viele-jahre-haben-sie-am-fliessband-gehackelt		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	“Aus Hilfe vor Ort wurden Häfen vor Ort” - Der große Traum der “Festung Europa”	https://www.dasbiber.at///content/aus-hilfe-vor-ort-wurden-haefen-vor-ort-der-grosse-traum-der-festung-europa		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
no specified category	„Helft uns, damit wir euch helfen können“ Warum Österreich an Bosniens EU-Beitritt interessiert ist	https://www.dasbiber.at///content/helft-uns-damit-wir-euch-helfen-koennen-warum-oesterreich-einer-guten-zukunft-bosniens		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Lifestyle   	„Man übertreibt mit dem Feminismus“ – Und warum wir ihn mehr denn je brauchen.	https://www.dasbiber.at///content/man-uebertreibt-mit-dem-feminismus-und-warum-wir-ihn-mehr-denn-je-brauchen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	"Frau Thalhammer, wie oft wurden Sie beschattet?"	https://www.dasbiber.at///content/frau-thalhammer-wie-oft-wurden-sie-beschattet		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Kampf dem Patriarchat	https://www.dasbiber.at///content/kampf-dem-patriarchat		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Wie viel schulde ich meinen Eltern?	https://www.dasbiber.at///content/wie-viel-schulde-ich-meinen-eltern		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Zu stur, zu stark, zu selbstbestimmt	https://www.dasbiber.at///content/zu-stur-zu-stark-zu-selbstbestimmt		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Warum ich keine Lust habe, einen Tyrannen zu erziehen.	https://www.dasbiber.at///content/warum-ich-keine-lust-habe-einen-tyrannen-zu-erziehen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
no specified category	Kulinarische Reise nach Beijing	https://www.dasbiber.at///content/kulinarische-reise-nach-beijing		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Der Quoten-Almanci: Alle Wege führen (vorerst) raus aus Wien	https://www.dasbiber.at///content/der-quoten-almanci-alle-wege-fuehren-vorerst-raus-aus-wien		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	„Österreich, wieso bin ich eine Gefahr für dich?“	https://www.dasbiber.at///content/oesterreich-wieso-bin-ich-eine-gefahr-fuer-dich		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    3 Minuten mit...   	3 Minuten mit Justin Bunyaj	https://www.dasbiber.at///content/3-minuten-mit-justin-bunyaj		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	"Wir alle sind Wien!" Justizminsterin Alma Zadić im Interview	https://www.dasbiber.at///content/wir-alle-sind-wien-justizminsterin-alma-zadic-im-interview		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Mein Opa, der Pionier.	https://www.dasbiber.at///content/mein-opa-der-pionier		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Essen für die Tonne? So nicht!	https://www.dasbiber.at///content/essen-fuer-die-tonne-so-nicht		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Ivanas Welt   	Ivanas Welt: Gekommen, um zu speiben	https://www.dasbiber.at///content/ivanas-welt-gekommen-um-zu-speiben		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Die Wut, die über den Trümmern hängt	https://www.dasbiber.at///content/die-wut-die-ueber-den-truemmern-haengt		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Ein Jahr Krieg	https://www.dasbiber.at///content/ein-jahr-krieg		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Der Cop und der Tschetschene	https://www.dasbiber.at///content/der-cop-und-der-tschetschene		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Out of Aut   	Erdbeben in der Türkei - eine Betroffene berichtet aus Gaziantep	https://www.dasbiber.at///content/erdbeben-der-tuerkei-eine-betroffene-berichtet-aus-gaziantep		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	So steht es um die Umweltbildung an Wiener Schulen	https://www.dasbiber.at///content/so-steht-es-um-die-umweltbildung-wiener-schulen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Die „Online-Lernwelt“ klappt nicht. Gastkommentar einer Schülerin	https://www.dasbiber.at///content/die-online-lernwelt-klappt-nicht-gastkommentar-einer-schuelerin		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Kultur   	Ein Stück Ukraine in Wien	https://www.dasbiber.at///content/ein-stueck-ukraine-wien		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Lifestyle   	Wiener Kerzenmanufaktur: „Wenn die Kerze mehr als nur ein Licht ist“	https://www.dasbiber.at///content/wiener-kerzenmanufaktur-wenn-die-kerze-mehr-als-nur-ein-licht-ist		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Lifestyle   	„Wir orientieren uns an dem Geschmack von Ukrainer:innen“	https://www.dasbiber.at///content/wir-orientieren-uns-dem-geschmack-von-ukrainerinnen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Lifestyle   	„So lange wie möglich tragen.“	https://www.dasbiber.at///content/so-lange-wie-moeglich-tragen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	"Frau Sachslehner, wie viele AsylwerberInnen kennen Sie persönlich?"	https://www.dasbiber.at///content/frau-sachslehner-wie-viele-asylwerberinnen-kennen-sie-persoenlich		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Die Schlacht um Katar - Eine voreingenommene WM-Debatte	https://www.dasbiber.at///content/die-schlacht-um-katar-eine-voreingenommene-wm-debatte		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	„Das Mullah-Regime hat Angst vor sozialen Medien“	https://www.dasbiber.at///content/das-mullah-regime-hat-angst-vor-sozialen-medien		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Bosnien-Herzegowina: Ein hoffnungsloser Fall?	https://www.dasbiber.at///content/bosnien-herzegowina-ein-hoffnungsloser-fall		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Österreichische Schule in Albanien: Wo die zukünftigen IT-Fachkräfte ausgebildet werden.	https://www.dasbiber.at///content/oesterreichische-schule-albanien-wo-die-zukuenftigen-it-fachkraefte-ausgebildet-werden		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Kultur   	Zweisprachige Abenteuer zum Lesen	https://www.dasbiber.at///content/zweisprachige-abenteuer-zum-lesen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Kultur   	„Wir bringen Menschen auch während des Krieges zum Lachen!“	https://www.dasbiber.at///content/wir-bringen-menschen-auch-waehrend-des-krieges-zum-lachen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    3 Minuten mit...   	3 Minuten mit Dušan Mijailović	https://www.dasbiber.at///content/dusan-mijailovic		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	„Du verlierst den Verstand oder dein Leben“ Die brutale Realität in chinesischen Internierungslagern	https://www.dasbiber.at///content/du-verlierst-den-verstand-oder-dein-leben-die-brutale-realitaet-chinesischen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	„Du heiratest nur einen von unseren Leuten!“	https://www.dasbiber.at///content/du-heiratest-nur-einen-von-unseren-leuten-0		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Studentin, Sektenmitglied, Obdachlos. Wie ich meine Freiheit erkämpfte	https://www.dasbiber.at///content/studentin-sektenmitglied-obdachlos-wie-ich-meine-freiheit-erkaempfte		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Ivanas Welt   	Advent, Advent – die Party rennt - A vino per day keeps your feelings away.	https://www.dasbiber.at///content/advent-advent-die-party-rennt-vino-day-keeps-your-feelings-away		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Karriere   	Kein Bock mehr auf Gastronomie	https://www.dasbiber.at///content/kein-bock-mehr-auf-gastronomie		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Out of Aut   	Libanon – ein Land versinkt in Dunkelheit	https://www.dasbiber.at///content/libanon-ein-land-versinkt-dunkelheit		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	"Herr Glattauer, wie viele LehrerInnen sind ausländerfeindlich?"	https://www.dasbiber.at///content/herr-glattauer-wie-viele-lehrerinnen-sind-auslaenderfeindlich		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
no specified category	Wien 1929: Wie ein junger Afroamerikaner als Wissenschaftler durchstartete, während der Antisemitismus grassierte.	https://www.dasbiber.at///content/wien-1929-wie-ein-junger-afroamerikaner-als-wissenschaftler-durchstartete-waehrend-der		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Kultur   	Pro und Contra Klimaaktivismus in Museen	https://www.dasbiber.at///content/pro-und-contra-klimaaktivismus-museen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Ich liebe dich… Und dich auch!	https://www.dasbiber.at///content/ich-liebe-dich-und-dich-auch		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	"Herr Häupl, wie viele Geschlechter kennen Sie?"	https://www.dasbiber.at///content/herr-haeupl-wie-viele-geschlechter-kennen-sie		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Kultur   	Vizeleutnant liebt Rekrut	https://www.dasbiber.at///content/vizeleutnant-liebt-rekrut		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Iran: Das ist kein Protest, das ist eine Revolution	https://www.dasbiber.at///content/iran-das-ist-kein-protest-das-ist-eine-revolution		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Wir fahren nicht mehr runter.	https://www.dasbiber.at///content/wir-fahren-nicht-mehr-runter		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Rational statt radikal	https://www.dasbiber.at///content/rational-statt-radikal		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Wieder Ärger mit der Balkanroute	https://www.dasbiber.at///content/wieder-aerger-mit-der-balkanroute		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Ivanas Welt   	Ivanas Welt: Trauma Healing à la Balkan -A vino per day keeps your feelings away.	https://www.dasbiber.at///content/ivanas-welt-trauma-healing-la-balkan-vino-day-keeps-your-feelings-away		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	„Putin betreibt ein zynisches Spiel mit dem Völkerrecht.“	https://www.dasbiber.at///content/putin-betreibt-ein-zynisches-spiel-mit-dem-voelkerrecht		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Titos mysteriöse Dino-Insel	https://www.dasbiber.at///content/titos-mysterioese-dino-insel		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Ihr könnt uns alle mal…!	https://www.dasbiber.at///content/ihr-koennt-uns-alle-mal		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    3 Minuten mit...   	3 Minuten mit… Gökçe Küçükarslan	https://www.dasbiber.at///content/3-minuten-mit-goekce-kuecuekarslan		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	“Sie haben vor nichts Angst” - Wie die GenZ die Proteste im Iran anführt	https://www.dasbiber.at///content/sie-haben-vor-nichts-angst-wie-die-genz-die-proteste-im-iran-anfuehrt		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Gastkommentar einer NMS-Lehrerin: Wir brauchen zeitgemäße Schulbücher!	https://www.dasbiber.at///content/gastkommentar-einer-nms-lehrerin-rassismus-schulbuechern		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    3 Minuten mit...   	3 Minuten mit RugBoom	https://www.dasbiber.at///content/3-minuten-mit-rugboom		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Austria’s next Präsident?	https://www.dasbiber.at///content/austrias-next-praesident		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Polit-Talk: „Wir haben nicht die Wahl.“	https://www.dasbiber.at///content/polit-talk-wir-haben-nicht-die-wahl		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Tassilo Wallentin: “Ich backe gerne Börek“	https://www.dasbiber.at///content/tassilo-wallentin-ich-backe-gerne-boerek		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Herr Brunner, was tun Sie für MigrantInnen?	https://www.dasbiber.at///content/herr-brunner-was-tun-sie-fuer-migrantinnen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Karriere   	Keeping up with Ivo	https://www.dasbiber.at///content/keeping-ivo		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Kultur   	Widerstand im Zeichen der Teigtasche	https://www.dasbiber.at///content/widerstand-im-zeichen-der-teigtasche		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Wir Kinder vom Stadtpark	https://www.dasbiber.at///content/wir-kinder-vom-stadtpark		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	„Das fragen Sie einen 84-Jährigen?“	https://www.dasbiber.at///content/das-fragen-sie-einen-84-jaehrigen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Karriere   	Selbermacherin: Wunderbares aus dem Wunderladen	https://www.dasbiber.at///content/selbermacherin-wunderbares-aus-dem-wunderladen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	Energie sparen – Gut fürs Geldbörserl und fürs Klima	https://www.dasbiber.at///content/energie-sparen-gut-fuers-geldboerserl-und-fuers-klima		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Special   	„Mein größter Wunsch wäre eine kleine Wohnung für mich“	https://www.dasbiber.at///content/mein-groesster-wunsch-waere-eine-kleine-wohnung-fuer-mich		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	"Herr Wlazny, wie viele Leichen haben Sie schon gesehen?"	https://www.dasbiber.at///content/herr-wlazny-wie-viele-leichen-haben-sie-schon-gesehen		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Politika   	Chronik eines angekündigten Haftbefehls	https://www.dasbiber.at///content/chronik-eines-angekuendigten-haftbefehls		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Ivanas Welt   	Motivejšn, Kinderli!	https://www.dasbiber.at///content/motivejsn-kinderli		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Rambazamba   	Hauptberuf: Versuchsobjekt	https://www.dasbiber.at///content/hauptberuf-versuchsobjekt		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
 Bereich:    Lifestyle   	Summer School: Kein Mensch kann eine ganze Gruppe repräsentieren	https://www.dasbiber.at///content/summer-school-kein-mensch-kann-eine-ganze-gruppe-repraesentieren		unknown	dasBiber	dasBiber	dasBiber	https://www.dasbiber.at/
