name	cat
wdr/hilfe/leichte-sprache/jahresrueckblick2018/abstimmung-polizeigesetz-100-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2018/unfall-koeln-rosenmontag-umzug-100-clean.txt	4
wdr/hilfe/leichte-sprache/jahresrueckblick2018/hambacher-forst-rwe-urteil-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2018/abschied-steinkohle-festakt-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2018/ueber-jahresrueckblick-102-clean.txt	2
wdr/hilfe/leichte-sprache/jahresrueckblick2018/schueler-astronaut-iss-gespraech-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2018/friedhof-muslime-wuppertal-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2018/staatspreis-nrw-bernhard-paul-102-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2018/koeln-millowitsch-theater-ende-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2018/abitur-schuljahre-entscheidung-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2018/autobahnbruecke-a-siebenundfuenfzig-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/burg-vischering-104-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2018/fussball-wm-aus-stimmung-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2018/bayer-uebernahme-monsanto-100-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2018/tarifvertrag-angestellte-100-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2018/warntag-nrw-100-clean.txt	2
wdr/hilfe/leichte-sprache/jahresrueckblick2018/bottrop-apotheker-urteil-100-clean.txt	4
wdr/hilfe/leichte-sprache/jahresrueckblick2018/sturm-friederike-schaeden-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/brand-ice-strecke-siegburg-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/spd-mitgliederbefragung-groko-100-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2018/prozess-burbach-fluechtlinge-104-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2018/erdogan-ditib-moschee-eroeffnung-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/razzia-mafia-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/wolfsgebiet-schermbeck-104-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2018/muenster-autoattacke-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/marcel-herne-doppelmord-urteil-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/bvb-bus-anschlag-urteil-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/dreissig-jahre-gladbeck-geiseldrama-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/fussball-bundesliga-aufstieg-fortuna-duesseldorf-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2018/fusion-karstadt-kaufhof-104-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2018/rizin-fund-koeln-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/christina-schulze-foecking-ruecktritt-100-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2018/wehrhahn-bombe-urteil-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2018/armutsbericht-112-clean.txt	4
wdr/hilfe/leichte-sprache/jahresrueckblick2018/bergmannsampel-duisburg-102-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2018/hitze-rekord-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2018/ruhr-universitaet-bochum-preis-architektur-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2018/fischsterben-aasee-muenster-118-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2018/solingen-brandanschlag-gedenken-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2018/nsu-urteil-reaktionen-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2017/anis-amri-landtag-100-clean.txt	4
wdr/hilfe/leichte-sprache/jahresrueckblick2017/wehrhahn-bombe-verhaftung-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/trauer-meisner-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2017/bundestagswahl-deutschland-100-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2017/bivsi-deutschland-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2017/beitritt-lippe-nrw-100-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2017/prozessauftakt-loveparade-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2017/pferd-schwaecheanfall-karneval-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2017/airberlin-insolvenz-108-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2017/tuerken-nrw-erdogan-100-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2017/schnee-verkehrschaos-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/tour-de-france-282-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2017/spatz-wintervogel-nabu-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2017/umfrage-wohnen-eltern-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2017/kunstausstellung-muenster-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2017/post-streetscooter-100-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2017/landtag-wahl-nrw-100-clean.txt	0
wdr/hilfe/leichte-sprache/jahresrueckblick2017/abitur-schuljahr-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2017/prozess-koelner-stadtarchiv-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/litruhr-ruhrgebiet-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2017/zugunfall-meerbusch-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/essen-hauptstadt-europa-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2017/autorennen-moenchengladbach-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/zugverkehr-wuppertal-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/dortmund-fussball-pokal-100-clean.txt	6
wdr/hilfe/leichte-sprache/jahresrueckblick2017/ueber-jahresrueckblick-100-clean.txt	2
wdr/hilfe/leichte-sprache/jahresrueckblick2017/aerger-eier-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2017/polizisten-tattoos-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/windraeder-nrw-100-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2017/marcel-gericht-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/vergewaltigung-bonn-urteil-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/koeln-bussgeldrueckzahlung-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/menschen-seilbahn-100-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2017/streit-leverkusen-rheinbruecke-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2017/ice-unfall-dortmund-104-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/niklas-prozess-108-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/hitze-106-clean.txt	7
wdr/hilfe/leichte-sprache/jahresrueckblick2017/bonn-weltklimakonferenz-100-clean.txt	5
wdr/hilfe/leichte-sprache/jahresrueckblick2017/ditib-spitzel-regierung-100-clean.txt	3
wdr/hilfe/leichte-sprache/jahresrueckblick2017/axt-angriff-duesseldorf-100-clean.txt	1
wdr/hilfe/leichte-sprache/jahresrueckblick2017/trauer-prinz-richard-100-clean.txt	6
wdr/hilfe/leichte-sprache/kommunalwahl/was-ist-wdr-kandidatencheck-102-clean.txt	0
wdr/hilfe/leichte-sprache/kommunalwahl/ueber-wahlseiten-126-clean.txt	2
wdr/hilfe/leichte-sprache/kommunalwahl/wie-wdr-kandidatencheck-nutzen-102-clean.txt	2
Wallaschek/Kegel-Robben auf Helgoland.txt	7
Wallaschek/Die Insel Bornholm.txt	7
Wallaschek/Die Hamburger Elb-philharmonie.txt	6
Wallaschek/Botanischer Garten Kiel.txt	7
Wallaschek/Kennen Sie unsere Garten-Vögel.txt	7
Wallaschek/Besondere Sport-Wettbewerbe in Kiel.txt	6
Wallaschek/Das Corona-Virus.txt	4
Wallaschek/Das Blüten-Wunder von Husum.txt	6
ndr/unwetter-in-norddeutschland_unwetter3124-clean.txt	1
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache348-clean.txt	1
ndr/grosses-fest-in-rostock_hansesail1110-clean.txt	6
ndr/landtagswahl-im-bundesland-mecklenburg-vorpommern_lswahlmv102-clean.txt	0
ndr/erpresser-in-kiel-festgenommen_nilserpresser100-clean.txt	1
ndr/laenderspiel-in-wolfsburg_nationalmannschaft324-clean.txt	6
ndr/wetterbericht_wetterberichtleichtesprache100-clean.txt	2
ndr/polizei-findet-halle-mit-drogen_nilsrazzia102-clean.txt	1
ndr/viele-bauern-haben-probleme_coronavirus1088-clean.txt	7
ndr/erdbeben-in-niedersachsen_erdbeben380-clean.txt	1
ndr/moor_moorleichtesprache100-clean.txt	7
ndr/unfall-auf-der-ostsee-_unfall13194-clean.txt	1
ndr/mehr-nachrichten-vom-16052019_nils1632-clean.txt	1
ndr/winterwetter-im-fruehling_nilswetter100-clean.txt	1
ndr/junge-stirbt-nach-unfall_nilsunfall110-clean.txt	1
ndr/mehr-nachrichten-vom-16112018_nils1380-clean.txt	5
ndr/mehr-nachrichten-vom-15102018_nils1330-clean.txt	1
ndr/leichtesprachearchiv110_page-63-clean.txt	1
ndr/preis-fuer-finder-von-schatz_denkmalpreis108-clean.txt	3
ndr/neuer-spieler-fuer-werder-bremen_nilswerder108-clean.txt	6
ndr/beachvolleyball_beachvolleyballleichtesprache100-clean.txt	6
ndr/mehr-nachrichten-vom-23012020_nils2142-clean.txt	1
ndr/viele-neue-corona-faelle-_spahn246-clean.txt	4
ndr/mehr-nachrichten-vom-03012019_nils1442-clean.txt	1
ndr/gefaehrliche-granate-in-schule_nilsgranate100-clean.txt	1
ndr/grosse-messe-in-hannover_messe540-clean.txt	0
ndr/mehr-nachrichten-vom-19122018_nils1434-clean.txt	1
ndr/grosses-feuer-feuerwehr-faellt-baeume_schneise100-clean.txt	1
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache332-clean.txt	1
ndr/mehr-nachrichten-vom-13112019_nils2056-clean.txt	1
ndr/unfall-mit-eiswagen_eiswagen132-clean.txt	1
ndr/kerber-gewinnt-wimbledon_kerber1712-clean.txt	6
ndr/mehr-nachrichten-vom-07012020_nils2118-clean.txt	1
ndr/ursula-von-der-leyen-behaelt-doktortitel_nilsvonderleyen100-clean.txt	0
ndr/leichtesprachearchiv110_page-19-clean.txt	1
ndr/streik-in-hamburg_streik1870-clean.txt	0
ndr/deutsche-ruderer-sind-europameister_rudern942-clean.txt	6
ndr/feuer-auf-containerschiff_nilsfeuer146-clean.txt	1
ndr/lkw-ueberfaehrt-radfahrer_muellwagenunfall100-clean.txt	1
ndr/schwere-unfaelle-auf-der-a2_unfaelle432-clean.txt	1
ndr/bus-faehrt-gegen-autos-und-hauswand_busunfall598-clean.txt	1
ndr/mehr-nachrichten-vom-13092019_nils1816-clean.txt	6
ndr/archaeologe_archaeologeleichtesprache100-clean.txt	5
ndr/bundesligen-spielen-wieder_coronavirus2102-clean.txt	6
ndr/amerikas-praesident-ist-fuer-schutzmasken-_trumpmaske102-clean.txt	4
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache110-clean.txt	1
ndr/mehr-nachrichten-vom-14062019_nils1678-clean.txt	7
ndr/mehr-nachrichten-vom-05092019_nils1804-clean.txt	1
ndr/mehr-nachrichten-vom-22032019_nils1558-clean.txt	1
ndr/flugzeugabsturz-bundeswehr-ermittelt_flugzeugabsturz584-clean.txt	6
ndr/leichtesprachearchiv118_page-6-clean.txt	4
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache326-clean.txt	1
ndr/beachvolleyball-hamburgerinnen-gewinnen-bei-olympia_nilsbeachvolleyball102-clean.txt	6
ndr/bundeswehr-untersucht-absturz-von-hubschrauber_hubschrauberabsturz128-clean.txt	1
ndr/der-ndr-im-radio_leichtesprache176-clean.txt	2
ndr/sonderkommission_sonderkommissionleichtesprache100-clean.txt	1
ndr/mehr-nachrichten-vom-19022019_nils1510-clean.txt	2
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache260-clean.txt	1
ndr/leichtesprachearchiv110_page-77-clean.txt	1
ndr/mehr-nachrichten-vom-14052019_nils1628-clean.txt	1
ndr/keine-grossen-unterkuenfte-fuer-fluechtlinge_nilsfluechtlinge122-clean.txt	3
ndr/sehr-viel-regen-in-norddeutschland-_dauerregen912-clean.txt	1
ndr/mann-stirbt-bei-feuer_feuer4458-clean.txt	1
ndr/krankenpfleger-hat-100-menschen-getoetet_nielsh130-clean.txt	1
ndr/haensel-und-gretel_haenselleichtesprache100-clean.txt	6
ndr/prozess_prozessleichtesprache100-clean.txt	1
ndr/bus-mit-duschen-fuer-menschen-ohne-wohnung-_duschbus120-clean.txt	1
ndr/ueberfall-mann-muss-ins-gefaengnis_prozess4232-clean.txt	1
ndr/sturm-in-norddeutschland_sturm3004-clean.txt	1
ndr/terrorist_terroristleichtesprache100-clean.txt	1
ndr/e-scooter_escooterleichtesprache100-clean.txt	1
ndr/fachleute-entschaerfen-bombe-in-kiel-_bombe3470-clean.txt	1
ndr/mehr-nachrichten-vom-28092018_nils1310-clean.txt	1
ndr/viele-grosse-veranstaltungen-abgesagt_coronavirus1448-clean.txt	6
ndr/hintstartseite100_ctab-2-clean.txt	2
ndr/neue-ausruestung-fuer-die-hamburger-polizei_polizeiausruestung112-clean.txt	1
ndr/mehr-nachrichten-vom-15102019_nils1860-clean.txt	1
ndr/ueberschwemmungen-in-goslar-_goslar498-clean.txt	1
ndr/jugendliche-bewerfen-polizisten-mit-eiern_halloween678-clean.txt	3
ndr/kurzarbeit_kurzarbeitleichtesprache100-clean.txt	0
ndr/fachleute-untersuchen-unfall-im-hafen_schiffsunfall164-clean.txt	1
ndr/1-mai_maileichtesprache100-clean.txt	0
ndr/tennisspielerin-angelique-kerber-verliert_kerber1784-clean.txt	6
ndr/mehr-nachrichten-vom-10072019_nils1720-clean.txt	1
ndr/hamburg-2-verletzte-bei-feuer-_feuerhamburg100-clean.txt	1
ndr/tim-wiese-gewinnt-wrestling-kampf_nilswrestling100-clean.txt	6
ndr/rehe-von-autobahn-vertrieben_nilsrehe100-clean.txt	7
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache288-clean.txt	1
ndr/feuer-im-elbtunnel_elbtunnel482-clean.txt	1
ndr/alte-frau-zerstoert-waschanlage_unfall10140-clean.txt	1
ndr/verseuchte-eier-im-norden-_eier548-clean.txt	7
ndr/fachleute-entschaerfen-bombe_nilsbombe112-clean.txt	1
ndr/leichtesprachearchiv110_page-56-clean.txt	1
ndr/mehr-nachrichten-vom-05122018_nils1410-clean.txt	1
ndr/mehr-nachrichten-vom-24102018_nils1344-clean.txt	1
ndr/leichtesprachearchiv118_page-17-clean.txt	4
ndr/mehr-nachrichten-vom-10022020_nils2168-clean.txt	1
ndr/firma-darf-impfstoff-gegen-corona-virus-testen_impfen190-clean.txt	4
ndr/teststrecke-fuer-besondere-lkw_teststrecke204-clean.txt	1
ndr/mikrofon_mikrofonleichtesprache100-clean.txt	2
ndr/30-jahre-mauerfall_mauerfall492-clean.txt	5
ndr/text-hoeren_nils1498-clean.txt	1
ndr/mann-faehrt-menschen-an_tonndorf106-clean.txt	1
ndr/mecklenburg-vorpommern-lockert-corona-regeln_coronalockerungen124-clean.txt	4
ndr/theater-sucht-neuen-schauspieler_karlmay616-clean.txt	6
ndr/lkw-duerfen-nicht-so-schnell-fahren_nilsunfall122-clean.txt	1
ndr/unwetter-in-norddeutschland_nilsunwetter100-clean.txt	1
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache182-clean.txt	1
ndr/nachrichten-in-leichter-sprache_nachrichtenleichtesprache196-clean.txt	1
ndr/viele-schwimmbaeder-muessen-schliesssen_nilsschwimmbad100-clean.txt	3
ndr/mehr-nachrichten-vom-12082020_nils2350-clean.txt	4
ndr/mehr-nachrichten-vom-04022020_nils2160-clean.txt	1
ndr/viele-verletzte-bei-unfaellen_unfaelle322-clean.txt	1
ndr/bekanntes-musical-wieder-in-hamburg_musical654-clean.txt	6
ndr/viele-menschen-feiern-karneval-_karneval2232-clean.txt	4
ndr/grosses-feuer-im-wald_waldbrand596-clean.txt	1
ndr/polizei-findet-viele-drogen_nilsdrogen100-clean.txt	1
ndr/musiker-peter-behrens-ist-tot_nilsbehrens100-clean.txt	2
ndr/mehr-nachrichten-vom-11122018_nils1418-clean.txt	1
ndr/bundesgartenschau-in-rostock_bundesgartenschau126-clean.txt	6
ndr/saeure_saeureleichtesprache100-clean.txt	7
ndr/corona-test_coronatestleichtesprache100-clean.txt	4
ndr/mehr-nachrichten-vom-13072020_nils2314-clean.txt	4
ndr/seelsorger_seelsorgerleichtesprache100-clean.txt	4
ndr/kampfhund_kampfhundleichtesprache100-clean.txt	1
ndr/alster_alsterleichtesprache100-clean.txt	5
ndr/leichtesprachearchiv110_page-42-clean.txt	1
ndr/fischernetze-aus-ostsee-geholt_nilsnetze100-clean.txt	7
ndr/grosser-gottesdienst-fuer-motorradfahrer_nilsmogo100-clean.txt	1
ndr/wahrzeichen_wahrzeichenleichtesprache100-clean.txt	5
ndr/explosion-in-schleswig-holstein-_biogasanlage162-clean.txt	1
ndr/ueberfall-mann-muss-ins-gefaengnis_prozess4082-clean.txt	1
ndr/pilawa-tauft-walross_nilspilawa100-clean.txt	3
ndr/a1-nach-unfall-lange-gesperrt_unfall13428-clean.txt	1
ndr/mehr-nachrichten-vom-09112018_nils1370-clean.txt	1
ndr/public-viewing-_publicviewingleichtesprache100-clean.txt	2
ndr/unwetter-in-norddeutschland_unwetter3380-clean.txt	1
ndr/vfl-wolfsburg-spielt-gegen-real-madrid_nilsvflwolfsburg108-clean.txt	6
ndr/eurovision-song-contest_escleichtesprache100-clean.txt	2
ndr/mehr-nachrichten-vom-07082019_nils1762-clean.txt	1
ndr/fachleute-entschaerfen-bombe-in-hamburg_nilsbombe108-clean.txt	1
ndr/leichtesprachearchiv110_page-38-clean.txt	1
ndr/mehr-nachrichten-vom-14022020_nils2180-clean.txt	1
ndr/leichtesprachearchiv110_page-5-clean.txt	4
ndr/corona-virus-informationen-in-leichter-sprache_coronaleichtesprache100-clean.txt	4
ndr/mehr-nachrichten-vom-03062019_nils1658-clean.txt	1
ndr/frau-im-jahr-1982-getoetet-mann-festgenommen_nilsueberfall100-clean.txt	1
ndr/schuesse-auf-fluechtlinge_nilslingen100-clean.txt	3
ndr/geheime-akten-bei-polizei-geklaut_sicherheitspanne100-clean.txt	1
ndr/mann-stirbt-bei-unfall-an-bahnuebergang_unfall9888-clean.txt	1
ndr/grosser-spendentag-beim-ndr_handinhand1410-clean.txt	4
ndr/mehr-nachrichten-vom-04082020_nils2338-clean.txt	5
ndr/3-menschen-bei-flugzeugabsturz-gestorben_nilsflugzeugabsturz100-clean.txt	1
ndr/peter-tschentscher-bleibt-buergermeister_hamburg1790-clean.txt	0
ndr/vfl-wolfsburg-verliert-wichtiges-fussball-spiel_nilswolfsburg114-clean.txt	6
ndr/mehr-nachrichten-vom-22062020_nils2286-clean.txt	0
ndr/grosser-erfolg-fuer-vfl-wolfsburg_nilswolfsburg122-clean.txt	6
ndr/woerterbuch-zum-corona-virus_coronavirus842-clean.txt	4
ndr/treppen-in-elbphilharmonie-bald-sicherer_elbphilharmonie2474-clean.txt	2
ndr/regierungserklaerung_regierungserklaerungleichtesprache100-clean.txt	0
ndr/grosser-feuerwehreinsatz-in-rendsburg_nilsfeuer142-clean.txt	1
ndr/sportchef_sportchefleichtesprache100-clean.txt	6
ndr/hansetag-in-rostock_hansetag500-clean.txt	5
ndr/hamburgerinnen-gewinnen-beachvolleyball-em_nilsbeachvolleyball100-clean.txt	6
ndr/niedersachsen-einige-menschen-duerfen-nicht-an-die-kueste_einreiseverbotguetersloh100-clean.txt	4
ndr/toter-mann-im-fussboden-gefunden_nilsleiche100-clean.txt	1
ndr/mehr-nachrichten-vom-15112019_nils2060-clean.txt	1
ndr/grosser-schafmarkt-in-husum-_schafmarkt106-clean.txt	0
ndr/grosses-feuer-in-malchow_nilsfeuer102-clean.txt	1
ndr/mehr-nachrichten-vom-02112018_nils1358-clean.txt	6
ndr/geldautomat-_geldautomatleichtesprache100-clean.txt	0
ndr/mann-stirbt-bei-unfall-mit-zug-_zugunfall304-clean.txt	1
ndr/baer-im-zoo-osnabrueck-erschossen_baer292-clean.txt	7
ndr/polizistin-erschiesst-mann-im-zug-_polizei5020-clean.txt	1
ndr/leichtesprachearchiv102_page-1-clean.txt	1
ndr/dornroeschen_dornroeschenleichtesprache100-clean.txt	6
ndr/hamburg-oeffnet-kitas_coronavirus1850-clean.txt	3
ndr/eu-hilft-laendern-mit-problemen_eugipfel148-clean.txt	5
ndr/leiharbeiter_leiharbeitereichtesprache100-clean.txt	0
ndr/maerchen-in-leichter-sprache_maerchenleichtesprache100-clean.txt	2
ndr/viele-frauen-sollen-dna-test-machen_dnatest108-clean.txt	4
ndr/alexander-zverev-gewinnt-tennisturnier_tennis896-clean.txt	6
ndr/elbvertiefung-kostet-sehr-viel-geld_elbvertiefung738-clean.txt	0
ndr/leichtesprachearchiv110_page-14-clean.txt	4
ndr/usa-verklagen-volkswagen_nilsvw118-clean.txt	1
ndr/kanal-fuer-grosse-schiffe-gesperrt_nordostseekanal308-clean.txt	5
ndr/auto-faehrt-in-krankenhaus_nilsunfall106-clean.txt	1
ndr/weniger-menschen-sollen-bei-volkswagen-arbeiten_vw3408-clean.txt	0
ndr/mehr-nachrichten-vom-12032020_nils2224-clean.txt	4
ndr/mehr-nachrichten-vom-08052019_nils1620-clean.txt	1
ndr/mehr-nachrichten-vom-06052019_nils1616-clean.txt	1
ndr/dirigent_dirigentleichtesprache100-clean.txt	2
ndr/tommy-haas-spielt-wieder-tennis_haas652-clean.txt	6
ndr/unfall-mit-kraenen_kranunfall162-clean.txt	5
ndr/mehr-nachrichten-vom-14032019_nils1546-clean.txt	6
ndr/mehr-nachrichten-vom-09122019_nils2092-clean.txt	1
ndr/kostenlose-faehre-fuer-menschen-mit-gehbehinderung_faehre1070-clean.txt	1
ndr/hafengeburtstag-in-hamburg_nilshafengeburtstag100-clean.txt	5
ndr/mann-in-niedersachsen-angeschossen_visselhoevede170-clean.txt	1
ndr/keine-normaler-unterricht-vor-sommerferien_coronavirus1694-clean.txt	3
ndr/schiff-steckt-fest_nilsfaehre100-clean.txt	5
ndr/maskenpflicht-gilt-fast-ueberall_coronavirus1584-clean.txt	4
ndr/vogelgrippe_vogelgrippeleichtesprache100-clean.txt	4
ndr/angriff-auf-frauen-mann-freigesprochen_nilsprozess126-clean.txt	1
ndr/baumarkt_baumarktleichtesprache100-clean.txt	3
ndr/viele-neue-arbeitsplaetze-in-winsen-_amazon222-clean.txt	0
ndr/frauen-fussball-vfl-wolfsburg-verliert-finale_wolfsburg11644-clean.txt	6
ndr/klimaanlage_klimaanlageleichtesprache100-clean.txt	1
ndr/grosses-feuer-im-wald_waldbrand492-clean.txt	1
ndr/frau-stirbt-bei-unfall-auf-ruegen_ruegen402-clean.txt	5
ndr/tennisspieler-mischa-zverev-bei-australian-open-ausgeschieden_zverev400-clean.txt	6
ndr/viele-demonstrationen-gegen-g20-_gzwanzigdemos100-clean.txt	3
ndr/evangelisch_evangelischleichtesprache100-clean.txt	6
ndr/niedersachsen-lockert-corona-regeln_coronavirus2202-clean.txt	4
ndr/radrennen-in-hamburg-_cyclassics786-clean.txt	6
ndr/frau-stirbt-bei-unfall-auf-der-a7_unfall9962-clean.txt	1
ndr/besonderes-fussballspiel-in-hamburg_derby2222-clean.txt	6
ndr/landrat_landratleichtesprache102-clean.txt	0
ndr/europawahl-in-leichter-sprache_nilswahlindex100-clean.txt	0
ndr/hintstartseite100_ctab-23-clean.txt	2
ndr/peter-knaebel-nicht-mehr-sportchef-vom-hsv_nilshsv106-clean.txt	6
