name	cat
mdr/nachrichten-leicht/woerterbuch/glossar-gesundheits-amt-100-clean.txt	4
mdr/nachrichten-leicht/woerterbuch/glossar-kampfsport-gruppen-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kampfsport-schau-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kampfsport-veranstaltungen-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-klima-politik100-clean.txt	0
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-buerger-meisterin100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-gueter-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-gut-schutz-gesetz-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-hauptstadt-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-landschaft-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-quartier-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-staetten-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-stiftung-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-verein-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-wissenschaftler-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-kultur-zentrum100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-landes-politiker-100-clean.txt	0
mdr/nachrichten-leicht/woerterbuch/glossar-ministerium-fuer-umwelt-landwirtschaft-energie-100-clean.txt	0
mdr/nachrichten-leicht/woerterbuch/glossar-ministerium-kultur-und-tourismus-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-mitteldeutscher-verkehrs-verbund-100-clean.txt	1
mdr/nachrichten-leicht/woerterbuch/glossar-nah-verkehrs-gesellschaft-100-clean.txt	1
mdr/nachrichten-leicht/woerterbuch/glossar-natur-katastrophe-100-clean.txt	7
mdr/nachrichten-leicht/woerterbuch/glossar-oberhofer-sportstaetten-gmbh-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-privater-verkehrs-verbund-100-clean.txt	1
mdr/nachrichten-leicht/woerterbuch/glossar-reha-sport-verband102-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-roessener-kultur-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-sicherheits-plan-100-clean.txt	1
mdr/nachrichten-leicht/woerterbuch/glossar-sport-journalisten100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-sport-redaktion-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-sport-staetten100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-stadt-sport-bund-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-umwelt-daten-zentrum-100-clean.txt	7
mdr/nachrichten-leicht/woerterbuch/glossar-verkehrs-betriebe-100-clean.txt	1
mdr/nachrichten-leicht/woerterbuch/glossar-verkehrs-experte-100-clean.txt	1
mdr/nachrichten-leicht/woerterbuch/glossar-verkehrs-suender-kartei-100-clean.txt	1
mdr/nachrichten-leicht/woerterbuch/glossar-verwertungs-gesellschaft-102-clean.txt	3
mdr/nachrichten-leicht/woerterbuch/glossar-weihnachtsmarkt-gesellschaft-100-clean.txt	3
mdr/nachrichten-leicht/woerterbuch/glossar-welt-erbe-staette-welt-kultur-staetten100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-welt-kultur-erbe-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-wintersport-ort-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/glossar-zweckverband-thueringer-wintersport-zentrum-100-clean.txt	6
mdr/nachrichten-leicht/woerterbuch/kultur-geschichte-100-clean.txt	6
ndrEinigePolitikerwollenMaskenpflichtabschaffen.txt	0
ndrPolitikerkritisierenZuvieleZuschauer.txt	0
ndrPolitikerwollenAusreisesperre.txt	0
ndrSchleswigHolsteinOrdenfürPolitikerin.txt	0
ndrbesondere-sportart-an-schule-in-niedersachsen_nilsreiten100-clean.txt	6
ndrbesonderer-sportwettkampf-in-hamburg-_ironman354-clean.txt	6
ndrhint-vorlage-zum-klonen_naturschutzgebietleichtesprache100-clean.txt	7
ndrweltkulturerbe_weltkulturerbeleichtesprache100-clean.txt	6
